date,year,month,ppi_value,series_id,industry,product,source,country_code,base_year
1981-06-01,1981,6,181.0,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1981-07-01,1981,7,180.5,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1981-08-01,1981,8,180.8,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1981-09-01,1981,9,179.5,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1981-10-01,1981,10,180.0,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1981-11-01,1981,11,181.3,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1981-12-01,1981,12,180.4,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-01-01,1982,1,178.1,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-02-01,1982,2,178.0,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-03-01,1982,3,176.3,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-04-01,1982,4,175.0,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-05-01,1982,5,174.4,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-06-01,1982,6,174.0,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-07-01,1982,7,177.6,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-08-01,1982,8,170.6,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-09-01,1982,9,171.1,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-10-01,1982,10,170.3,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-11-01,1982,11,168.1,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1982-12-01,1982,12,167.7,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-01-01,1983,1,166.6,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-02-01,1983,2,167.2,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-03-01,1983,3,167.3,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-04-01,1983,4,172.6,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-05-01,1983,5,172.4,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-06-01,1983,6,174.9,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-07-01,1983,7,174.9,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-08-01,1983,8,175.1,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-09-01,1983,9,176.9,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-10-01,1983,10,179.6,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-11-01,1983,11,178.5,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1983-12-01,1983,12,179.0,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-01-01,1984,1,180.8,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-02-01,1984,2,180.7,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-03-01,1984,3,182.5,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-04-01,1984,4,181.8,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-05-01,1984,5,181.1,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-06-01,1984,6,181.7,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-07-01,1984,7,182.3,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-08-01,1984,8,181.8,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-09-01,1984,9,182.9,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-10-01,1984,10,183.3,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-11-01,1984,11,182.4,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1984-12-01,1984,12,180.8,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1985-01-01,1985,1,181.8,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1985-02-01,1985,2,181.1,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1985-03-01,1985,3,179.1,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
1985-04-01,1985,4,178.1,PCU334413334413P,Semiconductor and related device manufacturing,Primary products,BLS,USA,1998
